screenEdgeLoop.thisRepN,screenEdgeLoop.thisTrialN,screenEdgeLoop.thisN,screenEdgeLoop.thisIndex,outerLoop.thisRepN,outerLoop.thisTrialN,outerLoop.thisN,outerLoop.thisIndex,midLoop.thisRepN,midLoop.thisTrialN,midLoop.thisN,midLoop.thisIndex,inLoop.thisRepN,inLoop.thisTrialN,inLoop.thisN,inLoop.thisIndex,contAveraging.thisRepN,contAveraging.thisTrialN,contAveraging.thisN,contAveraging.thisIndex,defineEye.thisRepN,defineEye.thisTrialN,defineEye.thisN,defineEye.thisIndex,t1Drift.thisRepN,t1Drift.thisTrialN,t1Drift.thisN,t1Drift.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,decDrift.thisRepN,decDrift.thisTrialN,decDrift.thisN,decDrift.thisIndex,incDrift.thisRepN,incDrift.thisTrialN,incDrift.thisN,incDrift.thisIndex,constDrift.thisRepN,constDrift.thisTrialN,constDrift.thisN,constDrift.thisIndex,warningESC.started,warningESC.stopped,px per cm,instructTop.started,instructTop.stopped,instructBottom.started,instructBottom.stopped,line_R_vert.started,line_R_vert.stopped,line_L_vert.started,line_L_vert.stopped,line_T_horiz.started,line_T_horiz.stopped,line_B_horiz.started,line_B_horiz.stopped,nextPoly.started,nextPoly.stopped,nextMouse.started,nextMouse.stopped,instruct.started,instruct.stopped,screenEdgePx,line.started,line.stopped,moveTri.started,moveTri.stopped,targetTri.started,targetTri.stopped,nextPoly1.started,nextPoly1.stopped,text.started,text.stopped,instructPls.started,instructPls.stopped,tryAgainPoly.started,tryAgainPoly.stopped,tryAgainButton.started,tryAgainButton.stopped,tryAgainMouse.started,tryAgainMouse.stopped,instruct1.started,instruct1.stopped,squareStart.started,squareStart.stopped,dotStart.started,dotStart.stopped,tinyDotStart.started,tinyDotStart.stopped,dumiTrialCount.started,dumiTrialCount.stopped,dumiRestrtPoly.started,dumiRestrtPoly.stopped,dumiRestrtButt.started,dumiRestrtButt.stopped,num_repeat,square_x,square2center_dist,dot2square_dist,dot_dist_list,avg_dot_dist,dist2screen,square.started,square.stopped,dot.started,dot.stopped,tinyDot.started,tinyDot.stopped,trialCounter.started,trialCounter.stopped,restartPoly.started,restartPoly.stopped,restartText.started,restartText.stopped,restartMouse.started,restartMouse.stopped,instructOops.started,instructOops.stopped,tryAgainPoly1.started,tryAgainPoly1.stopped,tryAgainButton1.started,tryAgainButton1.stopped,tryAgainMouse1.started,tryAgainMouse1.stopped,instruct2.started,instruct2.stopped,key_resp_const_trial1.keys,key_resp_const_trial1.started,key_resp_const_trial1.stopped,radialEye_stim_const_trial1.started,radialEye_stim_const_trial1.stopped,bullseye_stim_const_trial1.started,bullseye_stim_const_trial1.stopped,Instruction_4.started,Instruction_4.stopped,gradDecResp.keys,gradDecResp.started,gradDecResp.stopped,Instruction.started,Instruction.stopped,gradIncResp.keys,gradIncResp.started,gradIncResp.stopped,Instruction_3.started,Instruction_3.stopped,gradIncResp.rt,constResp.keys,constResp.started,constResp.stopped,Instruction_5.started,Instruction_5.stopped,corrAns,allKeyResp,bullsContrast,radialContrast,allKeyRT,whichTrial,tall_wide,totalTrialCount,currRatio,cueType,resp,rt,thisInd,currSize,constResp.rt,gradDecResp.rt,participant,session,which eye is blue,eye tested,previous contrast,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,42.99065420560748,20.142584724002518,None,20.142584724002518,None,20.142584724002518,None,20.142584724002518,None,20.142584724002518,None,20.142584724002518,None,20.142584724002518,None,0.0012460811121854931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.075203375003184,None,-628,28.075203375003184,None,28.075203375003184,None,28.075203375003184,None,28.075203375003184,None,28.075203375003184,None,37.07586873848923,None,37.07586873848923,None,37.07586873848923,None,0.005250934496871196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.09849034200306,None,37.09849034200306,None,37.09849034200306,None,37.09849034200306,None,37.09849034200306,None,37.09849034200306,None,37.09849034200306,None,3,386.9158878504673,9,6,[700.9439252336449],233.64797507788163,21.395229468599034,37.994446679993416,None,37.994446679993416,None,37.994446679993416,None,37.994446679993416,None,37.994446679993416,None,37.994446679993416,None,0.009513145501841791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,386.9158878504673,9,6,"[700.9439252336449, 694.9439252336449]",465.29595015576325,43.84661835748793,46.13574579199485,None,46.13574579199485,None,46.13574579199485,None,46.13574579199485,None,46.13574579199485,None,46.13574579199485,None,0.0007232645148178563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,386.9158878504673,9,6,"[700.9439252336449, 694.9439252336449, 521.9439252336449]",639.2772585669783,60.708937198067645,54.09983649899368,None,54.09983649899368,None,54.09983649899368,None,54.09983649899368,None,54.09983649899368,None,54.09983649899368,None,0.010499234515009448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.218755131494255,None,59.218755131494255,None,59.218755131494255,None,0.008013154510990717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.22732780200022,None,None,66.06616054900223,None,66.06616054900223,None,66.06616054900223,None,66.06616054900223,None,None,67.09524077299284,None,67.09524077299284,None,None,68.05837484099902,None,68.05837484099902,None,0.01787606198922731,None,69.08661448099883,None,69.08661448099883,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], 'right', [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], 0.01787606198922731, [], [], [], [], [], [], [], [], [], []]",wide trial,0.04545148047312064,1,wide,disp,right,0.01787606198922731,0,76.07663461989986,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,70.0924352449947,None,70.0924352449947,None,None,71.07958971199696,None,71.07958971199696,None,,None,72.09990383600234,None,72.09990383600234,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.4713360443442616,2,noChange,notDisp,none,0,0,76.07663461989986,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,73.11926106399915,None,73.11926106399915,None,None,74.12579138299043,None,74.12579138299043,None,,None,75.13106370299647,None,75.13106370299647,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.03910390328478697,3,noChange,notDisp,none,0,0,76.07663461989986,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,76.14912777500285,None,76.14912777500285,None,None,77.16828385800181,None,77.16828385800181,None,,None,78.16057157599425,None,78.16057157599425,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.025086050964551854,4,noChange,notDisp,none,0,0,76.07663461989986,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,79.1754794909939,None,79.1754794909939,None,None,80.18287922699528,None,80.18287922699528,None,,None,81.19637369499833,None,81.19637369499833,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.9915157258749566,5,tall,disp,none,0,0,76.07663461989986,,,,1,right,right,.7,2022_Jan_06_1056,eyeDomExp,2021.2.3,59.32581526924027,
