screenEdgeLoop.thisRepN,screenEdgeLoop.thisTrialN,screenEdgeLoop.thisN,screenEdgeLoop.thisIndex,outerLoop.thisRepN,outerLoop.thisTrialN,outerLoop.thisN,outerLoop.thisIndex,midLoop.thisRepN,midLoop.thisTrialN,midLoop.thisN,midLoop.thisIndex,inLoop.thisRepN,inLoop.thisTrialN,inLoop.thisN,inLoop.thisIndex,contAveraging.thisRepN,contAveraging.thisTrialN,contAveraging.thisN,contAveraging.thisIndex,defineEye.thisRepN,defineEye.thisTrialN,defineEye.thisN,defineEye.thisIndex,t1Drift.thisRepN,t1Drift.thisTrialN,t1Drift.thisN,t1Drift.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,decDrift.thisRepN,decDrift.thisTrialN,decDrift.thisN,decDrift.thisIndex,incDrift.thisRepN,incDrift.thisTrialN,incDrift.thisN,incDrift.thisIndex,constDrift.thisRepN,constDrift.thisTrialN,constDrift.thisN,constDrift.thisIndex,warningESC.started,warningESC.stopped,px per cm,instructTop.started,instructTop.stopped,instructBottom.started,instructBottom.stopped,line_R_vert.started,line_R_vert.stopped,line_L_vert.started,line_L_vert.stopped,line_T_horiz.started,line_T_horiz.stopped,line_B_horiz.started,line_B_horiz.stopped,nextPoly.started,nextPoly.stopped,nextMouse.started,nextMouse.stopped,instruct.started,instruct.stopped,screenEdgePx,line.started,line.stopped,moveTri.started,moveTri.stopped,targetTri.started,targetTri.stopped,nextPoly1.started,nextPoly1.stopped,text.started,text.stopped,instructPls.started,instructPls.stopped,tryAgainPoly.started,tryAgainPoly.stopped,tryAgainButton.started,tryAgainButton.stopped,tryAgainMouse.started,tryAgainMouse.stopped,instruct1.started,instruct1.stopped,squareStart.started,squareStart.stopped,dotStart.started,dotStart.stopped,tinyDotStart.started,tinyDotStart.stopped,dumiTrialCount.started,dumiTrialCount.stopped,dumiRestrtPoly.started,dumiRestrtPoly.stopped,dumiRestrtButt.started,dumiRestrtButt.stopped,num_repeat,square_x,square2center_dist,dot2square_dist,dot_dist_list,avg_dot_dist,dist2screen,square.started,square.stopped,dot.started,dot.stopped,tinyDot.started,tinyDot.stopped,trialCounter.started,trialCounter.stopped,restartPoly.started,restartPoly.stopped,restartText.started,restartText.stopped,restartMouse.started,restartMouse.stopped,instructOops.started,instructOops.stopped,tryAgainPoly1.started,tryAgainPoly1.stopped,tryAgainButton1.started,tryAgainButton1.stopped,tryAgainMouse1.started,tryAgainMouse1.stopped,instruct2.started,instruct2.stopped,key_resp_const_trial1.keys,key_resp_const_trial1.started,key_resp_const_trial1.stopped,radialEye_stim_const_trial1.started,radialEye_stim_const_trial1.stopped,bullseye_stim_const_trial1.started,bullseye_stim_const_trial1.stopped,Instruction_4.started,Instruction_4.stopped,tallResp.started,tallResp.stopped,wideResp.started,wideResp.stopped,gradDecResp.keys,gradDecResp.started,gradDecResp.stopped,Instruction.started,Instruction.stopped,gradIncResp.keys,gradIncResp.started,gradIncResp.stopped,Instruction_3.started,Instruction_3.stopped,constResp.keys,constResp.started,constResp.stopped,Instruction_5.started,Instruction_5.stopped,corrAns,allKeyResp,bullsContrast,radialContrast,allKeyRT,whichTrial,tall_wide,totalTrialCount,respList,resp,rt,thisInd,currSize,gradDecResp.rt,gradIncResp.rt,participant,session,which eye is blue,eye tested,previous contrast,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,94.51932169898646,None,94.51932169898646,None,None,95.51060397102265,None,95.51060397102265,None,None,96.53566420602147,None,96.53566420602147,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.09273993499671507,14,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,97.53104414697737,None,97.53104414697737,None,None,98.53253003500868,None,98.53253003500868,None,None,99.56212809099816,None,99.56212809099816,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.677743443861223,15,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,100.57243116101017,None,100.57243116101017,None,None,101.56621247302974,None,101.56621247302974,None,None,102.5789499580278,None,102.5789499580278,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.9442195579667161,16,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,103.60623255197424,None,103.60623255197424,None,None,104.60078927100403,None,104.60078927100403,None,None,105.61508733901428,None,105.61508733901428,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.37867903233738576,17,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,106.63410909799859,None,106.63410909799859,None,None,107.6320117309806,None,107.6320117309806,None,None,108.64812995301327,None,108.64812995301327,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.5470564228330916,18,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,109.6635814270121,None,109.6635814270121,None,None,110.6638844590052,None,110.6638844590052,None,None,111.68282459501643,None,111.68282459501643,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.3468973774043197,19,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,112.70750790199963,None,112.70750790199963,None,None,113.70378621399868,None,113.70378621399868,None,None,114.72464340698207,None,114.72464340698207,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.21009343152673154,20,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,115.72422816901235,None,115.72422816901235,None,None,116.72328213398578,None,116.72328213398578,None,None,117.73876019497402,None,117.73876019497402,None,right,"[[], [], [], [], [], [], [], 'right', [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], 0.037324659002479166, [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.27268407459126365,21,['noChange'],right,0.037324659002479166,0,54.49520365085224,,0.037324659002479166,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,118.76568721997319,None,118.76568721997319,None,None,119.75542557501467,None,119.75542557501467,None,None,120.76581582799554,None,120.76581582799554,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.7471152551605124,22,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,121.79188445402542,None,121.79188445402542,None,None,122.79862874699757,None,122.79862874699757,None,None,123.79181000799872,None,123.79181000799872,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.9017167990654614,23,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,124.80947244301206,None,124.80947244301206,None,None,125.81040887901327,None,125.81040887901327,None,None,126.82455620798282,None,126.82455620798282,None,right,"[[], [], [], [], [], [], [], [], [], [], [], [], 'right', [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], -0.00454149697907269, [], [], [], [], [], [], [], [], [], []]",wide trial,0.18279150921507592,24,['noChange'],right,-0.00454149697907269,0,54.49520365085224,,-0.00454149697907269,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,127.84624044899829,None,127.84624044899829,None,None,128.84002130199224,None,128.84002130199224,None,None,129.85335198702523,None,129.85335198702523,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.5530345237928029,25,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,130.86557437700685,None,130.86557437700685,None,None,131.86305197601905,None,131.86305197601905,None,None,132.87628671800485,None,132.87628671800485,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.7221822161936319,26,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,133.90473558701342,None,133.90473558701342,None,None,134.9011565729743,None,134.9011565729743,None,None,135.89533737301826,None,135.89533737301826,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.7703732878102031,27,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,136.9142505589989,None,136.9142505589989,None,None,137.92433735600207,None,137.92433735600207,None,None,138.913327013026,None,138.913327013026,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.685802712751971,28,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,139.93563268199796,None,139.93563268199796,None,None,140.93228006601566,None,140.93228006601566,None,None,141.94532814901322,None,141.94532814901322,None,right,"[[], [], [], [], [], [], [], [], 'right', [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], 0.07108409999636933, [], [], [], [], [], [], [], [], [], [], [], [], [], []]",wide trial,0.00668060646392199,29,['noChange'],right,0.07108409999636933,0,54.49520365085224,,0.07108409999636933,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,142.96085380000295,None,142.96085380000295,None,None,143.95692772098118,None,143.95692772098118,None,None,144.9775191639783,None,144.9775191639783,None,up,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",0.7,0.5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",tall trial,0.5436882841426457,30,['noChange'],none,0,0,54.49520365085224,,,,1,right,right,.7,2022_Jan_04_1618,eyeDomExp,2021.2.3,60.0416919892596,
